loyalty_guest_id,week_ending_date,transaction_date,first_transaction_date,days_from_first_transaction,guest_transaction_count,one_and_done,transaction_hour,time_of_day,day_of_week,message_key,transaction_date_utc,order_discount_amount,menu_item_id,menu_item_name,menu_item_description,plu,product_category_description,department_description,menu_item_status_type_description,flavor_description,flavor_long_name,flavor_short_name,line_item_quantity,line_item_amount,line_item_amount_less_vat,line_item_discount_amount,line_item_description,order_total,order_amount_x,iso_currency_alpha_code,restaurant_id,restaurant_city_name,restaurant_state_name,restaurant_country_name,restaurant_postal_code,restaurant_non_traditional_type_description,rewards_redeemed_amount,restaurant_number,business_date,promotion_id,promotion_name,promotion_description,discount_type_description,coupon_offer_plu,whole_order_dis_fos,whole_order_dis_fosd,line_item_id,is_employee_meal,is_catering_flag,cat,rn,order_amount_y,order_amount_less_vat,order_discount_total,is_pc_3_inch,is_pc_6_inch,is_add_on,is_bottled_beverage,is_cash_card,is_catering,is_chips,is_cookies,is_direct_delivery,is_footlong,is_fountain,is_hot_beverage,is_mdp_add_ons,is_mdp_bottled_drinks,is_mdp_breadsticks_wings,is_mdp_calzone_slice,is_mdp_fountain_drinks,is_mdp_misc,is_mdp_pizza,is_muffin_melt,is_other_beverage,is_other_carrier,is_other_misc,is_pizza,is_returnable_items,is_salad,is_soups
Izn9B0nF,2025-02-09,2025-02-06 15:20:00.0000000,2024-11-14 13:13:19.0000000,84,3,0,15,Afternoon,3,37,2025-02-06 15:20:00.0000000,12.4399995803833,118,Cookies Item 118,cookies description,100118,cookies,Food,Active,Multigrain,Multigrain,Multi,1,12.4399995803833,11.5200004577637,12.4399995803833,Cookies Item 118,29.8700008392334,27.6499996185303,USD,9,Naperville,Illinois,USA,30379,Mall,0,1009,2025-02-06,3,Free Cookie with Footlong,Free cookie with any footlong,Cookie Promo,10003,12.4399995803833,12.4399995803833,1,0,0,cookies,1,27.6499996185303,25.6000003814697,12.4399995803833,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SyFzpjPS,2024-10-06,2024-10-05 14:03:17.0000000,2024-10-05 14:03:17.0000000,0,3,0,14,Lunch,5,38,2024-10-05 14:03:17.0000000,5.59000015258789,26,Returnable Items Item 26,returnable items description,100026,returnable items,Food,Active,M&M Cookie,M&M Cookie,MMCookie,1,3.19000005722046,2.95000004768372,1.5900000333786,Returnable Items Item 26,19.5699996948242,18.1100006103516,USD,17,Columbus,Ohio,USA,59823,Airport,0,1017,2024-10-05,6,Lunch Combo $2 off,Bundle discount,Bundle Coupon,10006,5.59000015258789,1.5900000333786,1,0,0,returnable items,1,18.1100006103516,16.7700004577637,5.59000015258789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
ejVObfVH,2025-03-23,2025-03-19 17:04:30.0000000,2025-03-19 17:04:30.0000000,0,1,1,17,Afternoon,2,39,2025-03-19 17:04:30.0000000,0,76,Bottled Beverage Item 76,bottled beverage description,100076,bottled beverage,Food,Active,Lemonade,Lemonade,Lemonade,1,4.65999984741211,4.30999994277954,0,Bottled Beverage Item 76,29.3700008392334,27.2000007629395,USD,10,Houston,Texas,USA,22156,Gas Station,0,1010,2025-03-19,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,bottled beverage,1,27.2000007629395,25.1800003051758,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AZvUhERE,2025-07-06,2025-07-01 11:18:42.0000000,2024-09-13 14:22:11.0000000,291,4,0,11,Lunch,1,40,2025-07-01 11:18:42.0000000,0,23,Other Carrier Item 23,other carrier description,100023,other carrier,Food,Active,Lemonade,Lemonade,Lemonade,1,9.17000007629395,8.48999977111816,0,Other Carrier Item 23,20.4899997711182,18.9699993133545,USD,15,Atlanta,Georgia,USA,19116,Traditional,0,1015,2025-07-01,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,other carrier,1,18.9699993133545,17.5599994659424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Y4XfzGVr,2025-03-23,2025-03-22 20:27:27.0000000,2025-01-10 12:33:51.0000000,71,4,0,20,Dinner,5,41,2025-03-22 20:27:27.0000000,0,98,Bottled Beverage Item 98,bottled beverage description,100098,bottled beverage,Food,Active,Doritos Nacho,Doritos Nacho,Doritos,1,8.4399995803833,7.80999994277954,0,Bottled Beverage Item 98,65.3899993896484,60.5400009155273,USD,20,Columbia,Missouri,USA,19358,University,0,1020,2025-03-22,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,bottled beverage,1,60.5400009155273,56.0499992370605,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0Oj1Mqu6,2025-03-02,2025-03-01 13:32:13.0000000,2025-03-01 13:32:13.0000000,0,4,0,13,Lunch,5,42,2025-03-01 13:32:13.0000000,0,56,Mdp Fountain Drinks Item 56,mdp fountain drinks description,100056,mdp fountain drinks,Food,Active,Multigrain,Multigrain,Multi,1,11.0699996948242,10.25,0,Mdp Fountain Drinks Item 56,27.2299995422363,25.2099990844727,USD,8,Miami,Florida,USA,30926,Hospital,0,1008,2025-03-01,7,Catering 10% off,Catering discount,Percent Discount,10007,0,0,1,0,0,mdp fountain drinks,1,25.2099990844727,23.3500003814697,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
WWlEHPC6,2024-09-15,2024-09-15 10:57:05.0000000,2024-09-15 10:57:05.0000000,0,4,0,10,Morning,6,43,2024-09-15 10:57:05.0000000,8.13000011444092,108,Returnable Items Item 108,returnable items description,100108,returnable items,Food,Active,Coke,Coca-Cola,Coke,1,7.55000019073486,6.98999977111816,1.50999999046326,Returnable Items Item 108,43.8600006103516,40.6100006103516,USD,2,Jersey City,New Jersey,USA,39256,Mall,0,1002,2024-09-15,4,Employee Meal,Employee meal discount,Percent Discount,10004,8.13000011444092,1.50999999046326,1,0,1,returnable items,1,40.6100006103516,37.5999984741211,8.13000011444092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
gMcCMRT3,2025-08-24,2025-08-19 18:14:43.0000000,2025-03-22 15:53:35.0000000,150,2,0,18,Dinner,1,44,2025-08-19 18:14:43.0000000,0,44,Bottled Beverage Item 44,bottled beverage description,100044,bottled beverage,Food,Active,Chocolate Chip,Chocolate Chip Cookie,ChocoChip,1,13.1199998855591,12.1499996185303,0,Bottled Beverage Item 44,37.2099990844727,34.4599990844727,USD,22,Memphis,Tennessee,USA,93886,Hospital,0,1022,2025-08-19,1,BOGO Footlong,Buy one get one Footlong,BOGO Footlong,10001,0,0,1,0,0,bottled beverage,1,34.4599990844727,31.9099998474121,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
jW9o3RUR,2025-03-02,2025-02-26 16:08:06.0000000,2025-02-26 16:08:06.0000000,0,2,0,16,Afternoon,2,45,2025-02-26 16:08:06.0000000,0,51,Mdp Bottled Drinks Item 51,mdp bottled drinks description,100051,mdp bottled drinks,Food,Active,Chocolate Chip,Chocolate Chip Cookie,ChocoChip,1,2.75,2.54999995231628,0,Mdp Bottled Drinks Item 51,27.6399993896484,25.6000003814697,USD,16,Raleigh,North Carolina,USA,20458,Walmart,0,1016,2025-02-26,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,mdp bottled drinks,1,25.6000003814697,23.7099990844727,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
hic8ctFh,2025-06-29,2025-06-24 18:11:31.0000000,2024-09-29 11:07:25.0000000,268,4,0,18,Dinner,1,46,2025-06-24 18:11:31.0000000,0,76,Bottled Beverage Item 76,bottled beverage description,100076,bottled beverage,Food,Active,Lemonade,Lemonade,Lemonade,1,13.9499998092651,12.9200000762939,0,Bottled Beverage Item 76,30.6700000762939,28.3899993896484,USD,19,Rochester,Minnesota,USA,44993,Hospital,0,1019,2025-06-24,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,bottled beverage,1,28.3899993896484,26.2900009155273,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
sMnTvnRO,2025-08-03,2025-07-31 16:02:00.0000000,2024-11-27 11:36:12.0000000,246,3,0,16,Afternoon,3,47,2025-07-31 16:02:00.0000000,4.30000019073486,67,Fountain Item 67,fountain description,100067,fountain,Food,Active,M&M Cookie,M&M Cookie,MMCookie,1,3.24000000953674,3,0,Fountain Item 67,30.9599990844727,28.6599998474121,USD,13,Boulder,Colorado,USA,20328,University,0,1013,2025-07-31,2,15% off $20+,Fifteen percent off orders $20+,Percent Discount,10002,4.30000019073486,0,1,0,0,fountain,1,28.6599998474121,26.5400009155273,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5R0gi9W,2025-03-16,2025-03-12 10:57:36.0000000,2025-03-12 10:57:36.0000000,0,1,1,10,Morning,2,48,2025-03-12 10:57:36.0000000,6,39,Bottled Beverage Item 39,bottled beverage description,100039,bottled beverage,Food,Active,Lemonade,Lemonade,Lemonade,1,4.5,4.17000007629395,2,Bottled Beverage Item 39,20.6299991607666,19.1000003814697,USD,8,Miami,Florida,USA,30926,Hospital,0,1008,2025-03-12,6,Lunch Combo $2 off,Bundle discount,Bundle Coupon,10006,6,2,1,0,0,bottled beverage,1,19.1000003814697,17.6900005340576,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PbgzAcJJ,2025-01-05,2025-01-05 10:12:14.0000000,2025-01-05 10:12:14.0000000,0,2,0,10,Morning,6,49,2025-01-05 10:12:14.0000000,0,71,Footlong Item 71,footlong description,100071,footlong,Food,Active,Chocolate Chip,Chocolate Chip Cookie,ChocoChip,1,12.2799997329712,11.3699998855591,0,Footlong Item 71,37.3400001525879,34.5800018310547,USD,19,Rochester,Minnesota,USA,44993,Hospital,0,1019,2025-01-05,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,footlong,1,34.5800018310547,32.0200004577637,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
uYiprPfp,2024-11-17,2024-11-16 19:17:56.0000000,2024-11-16 19:17:56.0000000,0,1,1,19,Dinner,5,50,2024-11-16 19:17:56.0000000,0,35,Returnable Items Item 35,returnable items description,100035,returnable items,Food,Active,Baked Lays,Baked Lays,BakedLays,1,10.2200002670288,9.46000003814697,0,Returnable Items Item 35,31.2299995422363,28.9099998474121,USD,21,Green Bay,Wisconsin,USA,42087,Mall,2.66000008583069,1021,2024-11-16,3,Free Cookie with Footlong,Free cookie with any footlong,Cookie Promo,10003,0,0,1,0,0,returnable items,1,28.9099998474121,26.7600002288818,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3whlIzHi,2025-03-30,2025-03-28 14:36:13.0000000,2025-03-28 14:36:13.0000000,0,1,1,14,Lunch,4,51,2025-03-28 14:36:13.0000000,5.61999988555908,48,Hot Beverage Item 48,hot beverage description,100048,hot beverage,Food,Active,Italian Bread,Italian Bread,Italian,1,7.09999990463257,6.57000017166138,1.41999995708466,Hot Beverage Item 48,30.3600006103516,28.1100006103516,USD,17,Columbus,Ohio,USA,59823,Airport,0,1017,2025-03-28,4,Employee Meal,Employee meal discount,Percent Discount,10004,5.61999988555908,1.41999995708466,1,0,0,hot beverage,1,28.1100006103516,26.0200004577637,5.61999988555908,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PZSqNEm9,2024-09-15,2024-09-11 17:15:35.0000000,2024-09-11 17:15:35.0000000,0,1,1,17,Afternoon,2,52,2024-09-11 17:15:35.0000000,0,86,Salad Item 86,salad description,100086,salad,Food,Active,Multigrain,Multigrain,Multi,1,9.22000026702881,8.53999996185303,0,Salad Item 86,36.5299987792969,33.8199996948242,USD,13,Boulder,Colorado,USA,20328,University,0,1013,2024-09-11,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,salad,1,33.8199996948242,31.3199996948242,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
E4mGh3Ry,2025-03-30,2025-03-28 19:39:27.0000000,2024-12-14 18:17:02.0000000,104,3,0,19,Dinner,4,53,2025-03-28 19:39:27.0000000,0,63,3 Inch Item 63,3 inch description,100063,3 inch,Food,Active,Wheat Bread,9-Grain Wheat,Wheat,1,2.69000005722046,2.49000000953674,0,3 Inch Item 63,56.6100006103516,52.4099998474121,USD,8,Miami,Florida,USA,30926,Hospital,0,1008,2025-03-28,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,3 inch,1,52.4099998474121,48.5200004577637,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GeUUg5qP,2025-07-27,2025-07-26 14:19:59.0000000,2024-11-23 16:42:33.0000000,245,3,0,14,Lunch,5,54,2025-07-26 14:19:59.0000000,0,99,Mdp Add-Ons Item 99,mdp add-ons description,100099,mdp add-ons,Food,Active,Multigrain,Multigrain,Multi,1,13.3100004196167,12.3199996948242,0,Mdp Add-Ons Item 99,30.0699996948242,27.8500003814697,USD,23,Fort Wayne,Indiana,USA,52504,Walmart,0,1023,2025-07-26,1,BOGO Footlong,Buy one get one Footlong,BOGO Footlong,10001,0,0,1,0,0,mdp add-ons,1,27.8500003814697,25.7900009155273,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
XywLZV6W,2024-12-29,2024-12-28 17:13:41.0000000,2024-10-08 20:59:38.0000000,81,4,0,17,Afternoon,5,55,2024-12-28 17:13:41.0000000,0,43,Mdp Breadsticks/Wings Item 43,mdp breadsticks/wings description,100043,mdp breadsticks/wings,Food,Active,Chocolate Chip,Chocolate Chip Cookie,ChocoChip,1,13.5200004577637,12.5200004577637,0,Mdp Breadsticks/Wings Item 43,35.3300018310547,32.7099990844727,USD,7,Baltimore,Maryland,USA,68878,University,0,1007,2024-12-28,5,Reward Redemption,Points redemption,Points Deduction,10005,0,0,1,0,0,mdp breadsticks/wings,1,32.7099990844727,30.2800006866455,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
fnCME3Ek,2024-09-29,2024-09-29 13:49:00.0000000,2024-09-29 13:49:00.0000000,0,2,0,13,Lunch,6,56,2024-09-29 13:49:00.0000000,0,61,3 Inch Item 61,3 inch description,100061,3 inch,Food,Active,Baked Lays,Baked Lays,BakedLays,2,14.5600004196167,13.4799995422363,0,3 Inch Item 61,61.0800018310547,56.560001373291,USD,16,Raleigh,North Carolina,USA,20458,Walmart,0,1016,2024-09-29,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,3 inch,1,56.560001373291,52.3699989318848,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FbyRBlwn,2025-03-09,2025-03-09 19:42:40.0000000,2024-11-12 18:47:37.0000000,117,2,0,19,Dinner,6,57,2025-03-09 19:42:40.0000000,0,58,Other Misc Item 58,other misc description,100058,other misc,Food,Active,Italian Herbs & Cheese,Italian Herbs & Cheese,IHC,2,17.9599990844727,16.6299991607666,0,Other Misc Item 58,60.0499992370605,55.5999984741211,USD,10,Houston,Texas,USA,22156,Gas Station,0,1010,2025-03-09,3,Free Cookie with Footlong,Free cookie with any footlong,Cookie Promo,10003,0,0,1,0,1,other misc,1,55.5999984741211,51.4799995422363,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
q0aVnLec,2025-04-27,2025-04-25 17:37:18.0000000,2025-01-05 14:59:16.0000000,110,3,0,17,Afternoon,4,58,2025-04-25 17:37:18.0000000,0,110,Hot Beverage Item 110,hot beverage description,100110,hot beverage,Food,Active,Oatmeal Raisin,Oatmeal Raisin Cookie,Oatmeal,2,15,13.8900003433228,0,Hot Beverage Item 110,62.9000015258789,58.2400016784668,USD,7,Baltimore,Maryland,USA,68878,University,0,1007,2025-04-25,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,hot beverage,1,58.2400016784668,53.9199981689453,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dloZHc9z,2025-04-27,2025-04-23 20:39:30.0000000,2024-12-09 18:58:24.0000000,135,3,0,20,Dinner,2,59,2025-04-23 20:39:30.0000000,0,56,Mdp Fountain Drinks Item 56,mdp fountain drinks description,100056,mdp fountain drinks,Food,Active,Multigrain,Multigrain,Multi,1,7.28000020980835,6.73999977111816,0,Mdp Fountain Drinks Item 56,26.2299995422363,24.2900009155273,USD,16,Raleigh,North Carolina,USA,20458,Walmart,0,1016,2025-04-23,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,mdp fountain drinks,1,24.2900009155273,22.4899997711182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
GeUUg5qP,2025-06-29,2025-06-26 12:01:38.0000000,2024-11-23 16:42:33.0000000,215,3,0,12,Lunch,3,60,2025-06-26 12:01:38.0000000,6,74,Mdp Pizza Item 74,mdp pizza description,100074,mdp pizza,Food,Active,Sprite,Sprite,Sprite,1,9.82999992370605,9.10000038146973,2,Mdp Pizza Item 74,49.0800018310547,45.439998626709,USD,20,Columbia,Missouri,USA,19358,University,0,1020,2025-06-26,6,Lunch Combo $2 off,Bundle discount,Bundle Coupon,10006,6,2,1,0,0,mdp pizza,1,45.439998626709,42.0699996948242,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
wal3jKQz,2024-09-22,2024-09-21 11:51:50.0000000,2024-09-21 11:51:50.0000000,0,4,0,11,Lunch,5,61,2024-09-21 11:51:50.0000000,0,25,Other Carrier Item 25,other carrier description,100025,other carrier,Food,Active,Baked Lays,Baked Lays,BakedLays,2,9.68000030517578,8.96000003814697,0,Other Carrier Item 25,43.6300010681152,40.4000015258789,USD,12,Tacoma,Washington,USA,70217,University,0,1012,2024-09-21,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,other carrier,1,40.4000015258789,37.4000015258789,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
48i2GDrm,2025-08-10,2025-08-09 17:51:44.0000000,2025-08-03 19:58:37.0000000,6,2,0,17,Afternoon,5,62,2025-08-09 17:51:44.0000000,0,32,Salad Item 32,salad description,100032,salad,Food,Active,Italian Herbs & Cheese,Italian Herbs & Cheese,IHC,1,11.2799997329712,10.4399995803833,0,Salad Item 32,51.8600006103516,48.0200004577637,USD,11,San Diego,California,USA,89131,Airport,0,1011,2025-08-09,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,salad,1,48.0200004577637,44.4599990844727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
esQeqgmU,2025-08-17,2025-08-16 11:35:17.0000000,2025-01-26 15:49:11.0000000,202,3,0,11,Lunch,5,63,2025-08-16 11:35:17.0000000,0,88,Pizza Item 88,pizza description,100088,pizza,Food,Active,Italian Bread,Italian Bread,Italian,1,4.98999977111816,4.61999988555908,0,Pizza Item 88,16.0699996948242,14.8800001144409,USD,21,Green Bay,Wisconsin,USA,42087,Mall,3.36999988555908,1021,2025-08-16,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,pizza,1,14.8800001144409,13.7799997329712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
8R5vPfow,2025-05-18,2025-05-14 16:54:42.0000000,2025-01-06 20:43:32.0000000,128,2,0,16,Afternoon,2,64,2025-05-14 16:54:42.0000000,4.67999982833862,110,Hot Beverage Item 110,hot beverage description,100110,hot beverage,Food,Active,Oatmeal Raisin,Oatmeal Raisin Cookie,Oatmeal,1,8.39999961853027,7.78000020980835,0,Hot Beverage Item 110,33.6699981689453,31.1800003051758,USD,14,Scottsdale,Arizona,USA,91070,Walmart,0,1014,2025-05-14,2,15% off $20+,Fifteen percent off orders $20+,Percent Discount,10002,4.67999982833862,0,1,0,0,hot beverage,1,31.1800003051758,28.8700008392334,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MBgYSh2P,2025-02-02,2025-01-31 16:05:31.0000000,2025-01-15 16:42:00.0000000,16,3,0,16,Afternoon,4,65,2025-01-31 16:05:31.0000000,0,34,Muffin Melt Item 34,muffin melt description,100034,muffin melt,Food,Active,Doritos Nacho,Doritos Nacho,Doritos,1,3.75,3.47000002861023,0,Muffin Melt Item 34,42.75,39.5900001525879,USD,18,Ann Arbor,Michigan,USA,31319,Airport,4.42999982833862,1018,2025-01-31,NULL,NULL,NULL,NULL,NULL,0,0,1,0,1,muffin melt,1,39.5900001525879,36.6500015258789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
xhWrKoZB,2024-12-22,2024-12-22 17:16:29.0000000,2024-12-06 17:03:32.0000000,16,5,0,17,Afternoon,6,66,2024-12-22 17:16:29.0000000,0,45,Mdp Misc Item 45,mdp misc description,100045,mdp misc,Food,Active,Coke,Coca-Cola,Coke,1,5.3899998664856,4.98999977111816,0,Mdp Misc Item 45,28.4300003051758,26.3299999237061,USD,19,Rochester,Minnesota,USA,44993,Hospital,0,1019,2024-12-22,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,mdp misc,1,26.3299999237061,24.3799991607666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
cozMdant,2024-09-15,2024-09-14 11:12:41.0000000,2024-09-14 11:12:41.0000000,0,3,0,11,Lunch,5,67,2024-09-14 11:12:41.0000000,3.4300000667572,88,Pizza Item 88,pizza description,100088,pizza,Food,Active,Italian Bread,Italian Bread,Italian,1,4.69999980926514,4.34999990463257,0,Pizza Item 88,24.7199993133545,22.8899993896484,USD,18,Ann Arbor,Michigan,USA,31319,Airport,0,1018,2024-09-14,2,15% off $20+,Fifteen percent off orders $20+,Percent Discount,10002,3.4300000667572,0,1,0,0,pizza,1,22.8899993896484,21.1900005340576,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0FgB9xO5,2024-12-29,2024-12-28 15:42:41.0000000,2024-12-28 15:42:41.0000000,0,1,1,15,Afternoon,5,68,2024-12-28 15:42:41.0000000,6,55,Mdp Misc Item 55,mdp misc description,100055,mdp misc,Food,Active,Lemonade,Lemonade,Lemonade,1,10.3800001144409,9.60999965667725,2,Mdp Misc Item 55,33.560001373291,31.0699996948242,USD,18,Ann Arbor,Michigan,USA,31319,Airport,4.8899998664856,1018,2024-12-28,6,Lunch Combo $2 off,Bundle discount,Bundle Coupon,10006,6,2,1,0,0,mdp misc,1,31.0699996948242,28.7700004577637,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
dJp62hDi,2025-01-12,2025-01-12 10:55:44.0000000,2024-11-10 17:16:32.0000000,63,4,0,10,Morning,6,69,2025-01-12 10:55:44.0000000,0,99,Mdp Add-Ons Item 99,mdp add-ons description,100099,mdp add-ons,Food,Active,Multigrain,Multigrain,Multi,1,6.17999982833862,5.71999979019165,0,Mdp Add-Ons Item 99,32.6199989318848,30.2099990844727,USD,23,Fort Wayne,Indiana,USA,52504,Walmart,0,1023,2025-01-12,5,Reward Redemption,Points redemption,Points Deduction,10005,0,0,1,0,0,mdp add-ons,1,30.2099990844727,27.9699993133545,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
pF6LjoDO,2024-10-13,2024-10-12 11:38:48.0000000,2024-10-12 11:38:48.0000000,0,2,0,11,Lunch,5,70,2024-10-12 11:38:48.0000000,0,51,Mdp Bottled Drinks Item 51,mdp bottled drinks description,100051,mdp bottled drinks,Food,Active,Chocolate Chip,Chocolate Chip Cookie,ChocoChip,1,3.63000011444092,3.35999989509583,0,Mdp Bottled Drinks Item 51,25.75,23.8400001525879,USD,7,Baltimore,Maryland,USA,68878,University,0,1007,2024-10-12,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,mdp bottled drinks,1,23.8400001525879,22.0699996948242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
xumDhqQ3,2025-08-17,2025-08-12 17:23:25.0000000,2024-12-21 10:21:24.0000000,234,3,0,17,Afternoon,1,71,2025-08-12 17:23:25.0000000,0,8,Chocolate Chip Cookie,Cookie,100008,cookies,Food,Active,Chocolate Chip,Chocolate Chip Cookie,ChocoChip,1,8.93000030517578,8.27000045776367,0,Chocolate Chip Cookie,32.3499984741211,29.9500007629395,USD,13,Boulder,Colorado,USA,20328,University,0,1013,2025-08-12,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,cookies,1,29.9500007629395,27.7299995422363,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWprz9vs,2025-08-17,2025-08-16 18:28:46.0000000,2025-08-16 18:28:46.0000000,0,1,1,18,Dinner,5,72,2025-08-16 18:28:46.0000000,0,69,Footlong Item 69,footlong description,100069,footlong,Food,Active,SunChips Cheddar,SunChips Harvest Cheddar,SunChips,1,10.9799995422363,10.1700000762939,0,Footlong Item 69,32.5800018310547,30.1700000762939,USD,5,New Haven,Connecticut,USA,88907,Traditional,0,1005,2025-08-16,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,footlong,1,30.1700000762939,27.9300003051758,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IvyWViYS,2025-05-11,2025-05-07 19:27:21.0000000,2024-10-06 17:09:34.0000000,213,4,0,19,Dinner,2,73,2025-05-07 19:27:21.0000000,0,78,Cookies Item 78,cookies description,100078,cookies,Food,Active,M&M Cookie,M&M Cookie,MMCookie,1,9.92000007629395,9.1899995803833,0,Cookies Item 78,31.1200008392334,28.8099994659424,USD,15,Atlanta,Georgia,USA,19116,Traditional,0,1015,2025-05-07,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,cookies,1,28.8099994659424,26.6800003051758,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RbpxFMCl,2024-10-20,2024-10-20 19:50:07.0000000,2024-10-20 19:50:07.0000000,0,2,0,19,Dinner,6,74,2024-10-20 19:50:07.0000000,0,91,Fountain Item 91,fountain description,100091,fountain,Food,Active,Italian Bread,Italian Bread,Italian,1,14.8599996566772,13.7600002288818,0,Fountain Item 91,38.9799995422363,36.0900001525879,USD,4,Boston,Massachusetts,USA,13905,Traditional,0,1004,2024-10-20,1,BOGO Footlong,Buy one get one Footlong,BOGO Footlong,10001,0,0,1,0,1,fountain,1,36.0900001525879,33.4099998474121,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
